FundName,TargetName,FundID,Permno,NCUSIP,gv_str,Date13D,DateCross5pct,Year,Gvkey
ASSOCIATED CAPITAL LP,AMERICAN UNITED GLOBAL INC,312,77203,3034410,24497,19960531,19960522,1996,24497
GAMCO ASSET MANAGEMENT,BON TON STORES INC,105,76847,09776J10,24483,20080410,20080401,2008,24483
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,COMMUNICATION INTELLIGENCE CORP,102,83742,20338K10,24475,19970613,19970603,1997,24475
SOROS FUND MANAGEMENT LLC,SEPRACOR INC /DE/,183,76845,81731510,24473,19971110,19971029,1997,24473
ICAHN CARL,BIOGEN IDEC INC.,30,76841,09062X10,24468,20080811,20080801,2008,24468
HEALTHCOR MANAGEMENT LP,BIOGEN IDEC INC.,788,76841,09062X10,24468,-99,-99,,24468
BLUELINE PARTNERS,ENPATH MEDICAL INC,94,76943,29355Y10,24449,20060420,20060410,2006,24449
APPALOOSA MANAGEMENT LP,"IMAGYN MEDICAL TECHNOLOGIES, INC.",91,76915,4.52E+14,24438,19970703,19970626,1997,24438
CHAP CAP PARTNERS LP,BUILDING MATERIALS HOLDING CORP,121,76796,12011310,24415,20070525,20070515,2007,24415
SANDELL ASSET MANAGEMENT,SYBASE,69,76792,87113010,24409,20071012,20071002,2007,24409
WESTCLIFF CAPITAL MANAGEMENT LLC,FISCHER IMAGING CORP,234,76793,33771910,24402,19980120,19980107,1998,24402
SC FUNDAMENTAL INC,APS HOLDING CORPORATION,376,79567,193710,24400,19970627,19970624,1997,24400
NORTH TIDE CAPITAL LLC,"HEALTHWAYS, INC.",736,76788,422245100,24396,20131028,20131028,2013,24396
PALO ALTO INVESTORS LLC,PHARMCHEM LABORATORIES INC,279,76785,71713310,24389,20000619,20000609,2000,24389
CANNELL CAPITAL MANAGEMENT LLC,MEDIWARE INFORMATION SYSTEMS INC,13,76945,58494610,24378,20080215,20080207,2008,24378
BLUM CAPITAL PARTNERS LP,DIANON SYSTEMS INC.,7,76755,25282610,24353,20020807,20020729,2002,24353
STARBOARD VALUE LP,PROGRESS SOFTWARE CORP /MA,539,76752,743312100,24352,20120124,20120120,2012,24352
PRAESIDIUM INVESTMENT MANAGEMENT COMPANY LLC,PROGRESS SOFTWARE CORP /MA,518,76752,74331210,24352,20111219,20111214,2011,24352
NEWCASTLE CAPITAL GRP LLC,TCSI CORP,45,76740,87233R10,24315,20020924,20020913,2002,24315
INTRINSIC VALUE ASSET MANAGEMENT INC,TCSI CORP,216,76740,87233R10,24315,20011023,20011022,2001,24315
JEWELCOR MANAGEMENT INC,LITTLE SWITZERLAND INC/DE,117,76739,53752810,24312,19980904,19980825,1998,24312
VALUEVEST PARTNERS LP,LITTLE SWITZERLAND INC/DE,390,76739,53752810,24312,19970505,19970425,1997,24312
GAMCO ASSET MANAGEMENT,ROCHESTER MEDICAL CORPORATION,105,76980,77149710,24304,20100517,20100507,2010,24304
SCOUT CAPITAL MANAGEMENT LLC,"DINEEQUITY, INC",228,76732,254423106,24291,20130513,20130503,2013,24291
MARCATO CAPITAL MANAGEMENT,"DINEEQUITY, INC",707,76732,254423106,24291,20121128,20121127,2012,24291
MSD CAPITAL LP,"DINEEQUITY, INC.",44,76732,254423106,24291,20080919,-99,2008,24291
SOUTHEASTERN ASSET MANAGEMENT INC,"DINEEQUITY, INC.",717,76732,254423106,24291,20081205,-99,2008,24291
THIRD POINT MANAGEMENT CO LLC,IHOP CORP,77,76732,44962310,24291,20070223,20070213,2007,24291
ATLANTIC INVESTMENT MANAGEMENT INC,DEL MONTE FOODS CO,5,86590,24522P10,24283,20040914,20040913,2004,24283
CANNELL CAPITAL MANAGEMENT LLC,VALUEVISION MEDIA INC,13,77007,92047K107,24234,20140603,20140603,2014,24234
CLINTON GROUP INC,VALUEVISION MEDIA INC,181,77007,92047K107,24234,20131030,20131021,2013,24234
CANNELL CAPITAL MANAGEMENT LLC,VALUEVISION MEDIA INC,13,77007,92047K10,24234,20081002,20080924,2008,24234
SOUNDPOST PARTNERS LP,"VALUEVISION MEDIA, INC.",286,77007,92047K10,24234,20071113,20071102,2007,24234
FINE CAPITAL PARTNERS,"VALUEVISION MEDIA, INC.",104,77007,92047K10,24234,20060905,20060823,2006,24234
LION FUND LP,"INSIGNIA SYSTEMS, INC.",205,76934,45765Y10,24204,20141222,20141212,2014,24204
PESSIN NORMAN H,INSIGNIA SYSTEMS INC/MN,574,76934,45765Y105,24204,20140529,20140528,2014,24204
HEARTLAND ADVISORS INC,OSTEOTECH INC,341,76710,68858210,24198,20090324,20090320,2009,24198
HEARTLAND ADVISORS INC,"OSTEOTECH, INC.",341,76710,688582105,24198,20050405,-99,2005,24198
HIGHLAND CAPITAL MANAGEMENT,GENESIS HEALTH VENTURES INC,29,89306,37183F10,24187,20020222,20011002,2002,24187
PIRATE CAPITAL LLC,OSI RESTAURANT PARTNERS INC.,55,76702,67104A10,24186,20060605,20060602,2006,24186
SHAMROCK ACTIVIST VALUE FUND LP,PANERA BREAD,71,76695,69840W10,24113,20071214,20071206,2007,24113
LUXOR CAPITAL PARTNERS,PANERA BREAD COMPANY,39,76695,69840W10,24113,-99,-99,,24113
HEALTHCOR MANAGEMENT LP,ICOS CORPORATION,788,76693,44929510,24110,20061102,20061101,2006,24110
GLOBAL OPPORTUNITY FUND LTD,CREDIT DEPOT CORP,338,76855,22532440,24108,19980123,19971231,1998,24108
JOVE PARTNERS LP,"LIFETIME BRANDS, INC",473,76686,53222Q10,24099,20070131,20070125,2007,24099
STADIUM CAPITAL MANAGEMENT LLC,CHEROKEE INC,161,79315,16444H10,24096,20000501,20000420,2000,24096
SOUTHEASTERN ASSET MANAGEMENT INC,WISCONSIN CENTRAL TRANSPORTATION CORPORATION,717,76664,976592105,24069,20000209,-99,2000,24069
BARINGTON COMPANIES INVESTORS LLC,JONES GROUP INC ,6,76638,48020T101,24032,-99,-99,,24032
MILLENNIUM MANAGEMENT LLC,"EXCEL TECHNOLOGY, INC.",153,77010,30067T10,24029,20061109,20061102,2006,24029
BLUM CAPITAL PARTNERS LP,HAEMONETICS CORP,7,76837,40502410,24021,19970827,19970822,1997,24021
GOTHAM PARTNERS,AMBASE CORP,106,67969,2316410,24010,19970218,19970207,1997,24010
ICAHN CARL,"MEDIMMUNE, INC.",30,76656,58469910,24008,-99,-99,,24008
WESTCLIFF CAPITAL MANAGEMENT LLC,ABRAXAS PETROLEUM CORP,234,76888,383010,24005,19971114,19971107,1997,24005
CLINTON GROUP INC,ABRAXAS PETROLEUM CORP,181,76888,3830106,24005,-99,-99,,24005
BLUM CAPITAL PARTNERS LP,APRIA HEALTHCARE GROUP INC,7,76653,3793310,23988,19980717,19980708,1998,23988
RELATIONAL INVESTORS LLC,APRIA HEALTHCARE GROUP INC,64,76653,3793310,23988,19971009,19970929,1997,23988
TACONIC CAPITAL ADVISORS,CEPHALON INC,546,76625,15670810,23945,20110415,20110405,2011,23945
RELATIONAL INVESTORS LLC,PMC SIERRA INC,64,76624,69344F106,23943,20120117,20120104,2012,23943
SC FUNDAMENTAL INC,CALDOR CORP,376,76607,12878710,23942,19950929,19950929,1995,23942
LLOYD I MILLER III,UNITED AMERICAN HEALTHCARE CORPORATION,582,76622,90934C105,23940,20080806,-99,2008,23940
BRUCE GALLOWAY,UNITED AMERICAN HEALTHCARE CORP,95,76622,90934C10,23940,20070619,20070615,2007,23940
ASSET MANAGERS INTERNATIONAL LTD,RENTECH INC /CO/,410,76978,76011210,23898,20071212,20071205,2007,23898
PENTAGON CAPITAL MANAGEMENT PLC,"RENTECH, INC.",764,76978,76011210,23898,20071212,20071205,2007,23898
"DOLPHIN LIMITED PARTNERSHIP III, L.P.","RENTECH, INC.",22,76978,76011210,23898,-99,-99,,23898
LONE STAR VALUE MANAGEMENT LLC,"RENTECH, INC.",690,76978,76011210,23898,-99,-99,,23898
ESL INVESTMENTS INC,AUTOZONE INC,24,76605,5333210,23809,19990607,-99,1999,23809
DISCOVERY GROUP LLC,SOMANETICS CORP,21,76990,83444540,23776,20091228,20091216,2009,23776
PRIDES CAPITAL PARTNERS LLC,"WORLDWIDE RESTAURANT CONCEPTS, INC",57,56354,98160A10,23769,20041210,20041209,2004,23769
THIRD POINT MANAGEMENT CO LLC,ATMEL,77,76584,4951310,23767,20070712,20070703,2007,23767
SACC PARTNERS LLC,ZILOG INC,68,90099,98952430,23700,20080118,20080111,2008,23700
HARVEY PARTNERS LLC,"ZILOG, INC.",766,90099,98952430,23700,20080428,20080418,2008,23700
HARBINGER CAPITAL PARTNERS MASTER FUND I LTD,"HAYNES INTERNATIONAL, INC.",114,91902,42087720,23587,20060707,20060509,2006,23587
NSL CAPITAL MANAGEMENT LLC,TANDY BRANDS ACCESSORIES INC,505,76553,87537810,23577,20080211,20070201,2008,23577
GOLCONDA CAPITAL MANAGEMENT LLC,"TANDY BRANDS ACCESSORIES, INC.",849,76553,87537810,23577,-99,-99,,23577
GOLCONDA CAPITAL MANAGEMENT LLC,"TANDY BRANDS ACCESSORIES, INC.",849,76553,87537810,23577,-99,-99,,23577
SAC CAPITAL MANAGEMENT,U S ALCOHOL TESTING OF AMERICA INC,67,77002,91154J10,23576,19960705,19960626,1996,23576
NERY CAPITAL PARTNERS LP,INFOCUS CORP,222,76507,45665B10,23528,20081107,20081105,2008,23528
LLOYD I MILLER III,INFOCUS CORPORATION,582,76507,45665B106,23528,20081119,20081105,2008,23528
CAXTON ASSOCIATES,INFOCUS CORP,123,76507,45665B10,23528,20061013,20061012,2006,23528
GAMCO ASSET MANAGEMENT,CATELLUS DEVELOPMENT CORP,105,76513,14911110,23466,19990322,19990311,1999,23466
ORACLE INVESTMENT MANAGEMENT INC,"BIOLASE, INC.",863,78071,9091110,23291,20131122,20131112,2013,23291
HIGH VIEW ASSET MANAGEMENT CORPORATION,CHATCOM INC,342,78952,16172310,23262,19971230,19961213,1997,23262
BRIDGEHAMPTON CAPITAL MANAGEMENT LLC,KOWABUNGA! INC.,419,90608,50074710,23226,20090505,20090206,2009,23226
MAGNETAR FINANCIAL LLC,THINK PARTNERSHIP INC,292,90608,88409N10,23226,20080313,20080303,2008,23226
SC FUNDAMENTAL INC,ESCO ELECTRONICS CORP,376,76478,26903020,23224,19960719,19960712,1996,23224
MMI INVESTORS,"BENCHMARK ELECTRONICS, INC.",43,76224,08160H10,23084,20040920,20040915,2004,23084
STEEL PARTNERS,SYLVAN INC.,74,76264,87137110,23080,20020606,20020528,2002,23080
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,SYLVAN INC,86,76264,87137110,23080,19990507,19990503,1999,23080
CAMBRIDGE INVESTMENTS LTD,COMSTOCK RESOURCES INC,317,11644,20576820,23002,19970905,19970807,1997,23002
CORPORATE OPPORTUNITIES FUND LP,ABLE LABORATORIES INC,15,89559,00371N40,23000,20010831,20010816,2001,23000
GOTHAM PARTNERS,KEENE CORP /DE/,106,76254,48731510,22978,19960617,19960605,1996,22978
BP EXCO HOLDINGS II LP,VINTAGE PETROLEUM INC,195,76272,92746010,22974,20020325,20020314,2002,22974
MORNINGSIDE VALUE INVESTORS LLC,SURGE COMPONENTS INC,109,83907,86890810,22972,20101006,20100917,2010,22972
NORTH ATLANTIC VALUE LLP,HECTOR COMMUNICATIONS CORP.,47,76366,42273010,22913,20040227,20040218,2004,22913
BULLDOG CAPITAL MANAGEMENT LP,HECTOR COMMUNICATIONS CORP,49,76366,422730101,22913,20041029,20041022,2004,22913
CRESCENDO ADVISORS LLC,O'CHARLEYS INC,17,76223,67082310,22829,20071115,20071105,2007,22829
JET CAPITAL INVESTORS LP,CONCORD CAMERA CORP,144,76223,67082310,22829,20060522,20060510,2006,22829
WELLCAP PARTNERS LP,O'CHARLEY'S INC.,747,76223,67082310,22829,-99,-99,,22829
RED OAK PARTNERS LLC,THE FEMALE HEALTH COMPANY,300,76461,31446210,22817,20070509,20070430,2007,22817
GRUBER & MCBAINE CAPITAL MANAGEMENT LLC,MODTECH HOLDINGS INC,339,76228,60783C10,22810,20041109,20041020,2004,22810
TRINAD CAPITAL LP,COMMAND SECURITY CORP.,79,76330,20050L10,22797,20040915,20040830,2004,22797
BRUCE GALLOWAY,COMMAND SECURITY CORP,95,76330,20050L10,22797,20040412,20040406,2004,22797
MORNINGSIDE VALUE INVESTORS LLC,TEL INSTRUMENT ELECTRONICS CORP,109,90053,87916520,22761,20080226,20080219,2008,22761
INFINITY FUND LP,CELEX GROUP INC,344,80063,15101910,22695,19970804,19970716,1997,22695
RELATIONAL INVESTORS LLC,NUEVO ENERGY CO,64,76238,67050910,22668,19980420,19980408,1998,22668
CLINTON GROUP INC,WET SEAL INC,181,76217,961840105,22612,20120830,20120821,2012,22612
PRENTICE CAPITAL MANAGEMENT LP,WET SEAL INC.,56,76217,96184010,22612,20050512,20050502,2005,22612
GMM CAPITAL LLC,WET SEAL INC,215,76217,96184010,22612,20050124,20050114,2005,22612
MILLENNIUM MANAGEMENT LLC,"INTERNATIONAL NURSING SERVICES, INC.",153,80946,75156P20,22601,19960819,19960718,1996,22601
KINGDON CAPITAL MANAGEMENT,MICROGRAFX INC,349,76267,59507710,22528,19971024,19970805,1997,22528
BOSTON AVENUE CAPITAL,STEPHAN CO,9,84911,85860310,22496,20050124,20041230,2005,22496
ANCORA ADVISORS LLC,THE STEPHAN CO.,670,84911,858603103,22496,20040722,20040719,2004,22496
WHITEBOX ADVISORS LLC,PAR PETROLEUM CORP/CO,202,14773,69888T108,22447,20120911,20120910,2012,22447
WESTCLIFF CAPITAL MANAGEMENT LLC,BLACK WARRIOR WIRELINE CORP,234,76898,9226050,22398,19971201,19971125,1997,22398
ARISTOTLE CAPITAL MANAGEMENT LLC,CHANGE TECHNOLOGY PARTNERS INC,63,-99,64125U406,22377,20000919,20000918,2000,22377
IROQUOIS CAPITAL MANAGEMENT LLC,LRAD CORP,700,87053,50213V109,22373,20130117,20130116,2013,22373
MOAB CAPITAL PARTNERS LLC,SYMMETRY SURGICAL INC.,154,15090,87159G100,22330,20141210,20141208,2014,22330
FINANCIAL INSTITUTION PARTNERS,NORTH COUNTY BANCORP,332,83886,65881010,22282,19960730,19960723,1996,22282
VINTAGE CAPITAL MANAGEMENT LLC,INTEGRAL SYSTEMS INC /MD/,559,76372,45810H10,22059,20100716,20100706,2010,22059
FURSA SPV LLC,"INTEGRAL SYSTEMS, INC.",41,76372,45810H10,22059,20060216,20060207,2006,22059
SELLERS CAPITAL LLC,CONTANGO OIL & GAS COMPANY,742,88871,21075N20,22053,-99,-99,,22053
ENGINE CAPITAL LP,ANN INC.,737,76671,3562310,21828,-99,-99,,21828
FIR TREE INC,"CDK GLOBAL, INC.",695,14926,1.25E+105,21761,20141208,20141202,2014,21761
SACHEM HEAD CAPITAL MANAGEMENT LP,"CDK GLOBAL, INC.",751,14926,1.25E+14,21761,20141027,20141020,2014,21761
"TRIGRAN INVESTMENTS, INC.",NVE CORPORATION,865,89655,62944520,21743,20130528,-99,2013,21743
ORBIMED ADVISORS LLC,AFFIMED N.V.,593,14923,N01045108,21635,20140919,20140912,2014,21635
MORNINGSIDE VALUE INVESTORS LLC,ELECTRONIC SYSTEMS TECHNOLOGY INC,109,-99,2.86E+08,21563,20040402,20040329,2004,21563
PERKINS CAPITAL MANAGEMENT INC,WIRELESS RONIN TECHNOLOGIES INC,712,91619,97652A203,21554,20131118,20131115,2013,21554
BAY HARBOUR MANAGEMENT,AAON INC,209,76868,360206,21542,19981027,19981027,1998,21542
RCG HOLDINGS LLC,I MANY INC,61,76322,04516H10,21519,20060123,20060113,2006,21519
DISCOVERY GROUP LLC,ASHWORTH INC,21,76322,04516H10,21519,20050916,20050908,2005,21519
PERRY CORP,ASPECT COMMUNICATIONS CORP,53,76165,04523Q10,21508,20050715,20050708,2005,21508
AMALGAMATED GADGET LP,ASPECT COMMUNICATIONS CORPORATION,403,76165,04523Q10,21508,20021230,20021220,2002,21508
BVF PARTNERS,AMERICAN BIOGENETIC SCIENCES INC,12,76295,2461110,21505,20000229,20000207,2000,21505
RELATIONAL INVESTORS LLC,"BE AEROSPACE, INC.",64,76138,73302101,21487,-99,-99,,21487
HIGH VIEW ASSET MANAGEMENT CORPORATION,AG BAG INTERNATIONAL LTD,342,76289,107710,21435,19970820,19970221,1997,21435
THIRD POINT MANAGEMENT CO LLC,GRANITE CONSTRUCTION,77,76135,38732810,21429,20070507,20070427,2007,21429
CIBELLI MARIO,CRAFTMADE INTERNATIONAL INC,290,76336,2.24E+14,21427,20070618,20070613,2007,21427
SANDLER CAPITAL MANAGEMENT,SAVANNAH BANCORP INC,156,76435,80474810,21374,20070613,20070605,2007,21374
MAOZ EVEREST FUND MANAGEMENT LTD.,BYL BANCORP,143,83628,5606410,21272,20000831,20000830,2000,21272
TRINAD CAPITAL LP,NTN BUZZTIME INC,79,76963,62941030,21232,20070724,20070717,2007,21232
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,SYNTELLECT INC.,86,76111,87161L10,21204,20010907,20010904,2001,21204
QUILCAP CORP,SYNTELLECT INC,353,76111,87161L10,21204,19990512,19990512,1999,21204
ORBIMED ADVISORS LLC,"OTONOMY, INC.",593,14874,68906L105,21145,20140822,20140812,2014,21145
ORBIMED ADVISORS LLC,"LOXO ONCOLOGY, INC.",593,14871,548862101,21016,20140808,20140731,2014,21016
ICAHN CARL,HOLOGIC INC,30,76095,436440101,20904,20131121,20131111,2013,20904
RELATIONAL INVESTORS LLC,HOLOGIC INC,64,76095,436440101,20904,20131220,20131210,2013,20904
"DOLPHIN LIMITED PARTNERSHIP III, L.P.",BOSTON RESTAURANT ASSOCIATES INC,22,76318,10112210,20901,20050923,20050909,2005,20901
STEEL PARTNERS,"JPS INDUSTRIES, INC.",74,85735,4.66E+44,20893,20010525,20010518,2001,20893
BLUE HARBOUR GROUP LP,READER'S DIGEST ASSOCIATION INC,135,76085,75526710,20783,20060714,20060705,2006,20783
HIGHFIELDS CAPITAL MANAGEMENT,"READER'S DIGEST ASSOCIATION, INC.",28,76085,75526710,20783,20020312,-99,2002,20783
GAMCO ASSET MANAGEMENT,READERS DIGEST ASSOCIATION INC,105,76085,75526710,20783,19990305,19990223,1999,20783
ORBIMED ADVISORS LLC,"ROKA BIOSCIENCE, INC.",593,14827,775431109,20675,20140725,20140716,2014,20675
PAULSON & CO,NOVAGOLD RESOURCES INC,366,89965,6.70E+24,20600,20100831,20100831,2010,20600
CRESCENDO ADVISORS LLC,COTT CORP /CN/,17,78763,22163N10,20338,20080523,20080513,2008,20338
FINANCIAL EDGE FUND,LNB BANCORP INC,122,87652,502100100,20297,20140811,20140801,2014,20297
ANCORA ADVISORS LLC,LNB BANCORP INC,670,87652,502100100,20297,20140213,20140203,2014,20297
TURKEY VULTURE FUND XIII LTD,LNB BANCORP INC,389,87652,50210010,20297,20000501,20000419,2000,20297
DISCOVERY GROUP LLC,I FLOW CORP /DE/,21,76371,44952010,20296,20090727,20090717,2009,20296
FURSA SPV LLC,CALIFORNIA COASTAL COMMUNITIES INC.,41,75435,12991520,20237,20060511,20060511,2006,20237
MERCURY REAL ESTATE ADVISORS LLC,CALIFORNIA COASTAL COMMUNITIES INC,138,75435,12991520,20237,20060426,20060426,2006,20237
WEXFORD MANAGEMENT LLC,BCAM INTERNATIONAL INC,235,76309,5529310,20210,19971030,19970922,1997,20210
SOMERSET CAPITAL PARTNERS,DI INDUSTRIES INC,381,63562,23290910,20134,19960909,19960828,1996,20134
MARCATO CAPITAL MANAGEMENT,INTERCONTINENTAL HOTELS GROUP PLC,707,89704,45857P40,20067,-99,-99,,20067
CARLSON CAPITAL LP,EVERGREEN RESOURCES INC,276,33647,29990030,20064,20020826,20020814,2002,20064
P SCHOENFELD ASSET MANAGEMENT,EXIDE ELECTRONICS GROUP INC,365,75904,30205210,20031,19971021,19971016,1997,20031
JANA PARTNERS LLC,CIVEO CORP,31,14619,178787107,20020,20140609,20140530,2014,20020
GAMCO ASSET MANAGEMENT,BERLITZ INTERNATIONAL INC,105,78948,08520F10,20005,20000517,20000509,2000,20005
FBR CAPITAL MARKETS & CO.,MEGO FINANCIAL CORP,392,76526,58516210,19954,19970908,19970827,1997,19954
GAMCO ASSET MANAGEMENT,LIFSCHULTZ INDUSTRIES INC,105,76361,53192520,19953,20010604,20010525,2001,19953
KINGDON CAPITAL MANAGEMENT,NOISE CANCELLATION TECHNOLOGIES INC,349,76403,65527910,19818,19960726,19960717,1996,19818
MARXE AUSTIN W & GREENHOUSE DAVID M,PARAMETRIC SOUND CORP,175,13328,699172102,19602,20120213,20110228,2012,19602
ESL INVESTMENTS INC,LANDS END INC,24,14544,51509F105,19581,20140408,20140404,2014,19581
ENGINE CAPITAL LP,TRIBUNE PUBLISHING CO.,737,14781,89608210,19578,-99,-99,,19578
FINANCIAL INSTITUTION PARTNERS,PROFESSIONAL BANCORP INC,332,76422,74311210,19552,19970922,19970501,1997,19552
SANDLER CAPITAL MANAGEMENT,STATE BANCORP INC,156,76060,85571610,19508,20091211,20091201,2009,19508
FINANCIAL EDGE FUND,BANCORP RHODE ISLAND INC ,122,76060,85571610,19508,20060630,20060620,2006,19508
TENNENBAUM & CO LLC,KAISER GROUP HOLDINGS INC,75,-99,4.83E+08,19439,20020326,20010921,2002,19439
CANNELL CAPITAL MANAGEMENT LLC,MFRI INC,13,76052,55272110,19431,20080129,20080117,2008,19431
STARBOARD VALUE LP,"GIANT INDUSTRIES, INC.",539,75881,37450810,19427,20070608,20070529,2007,19427
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,G III APPAREL GROUP LTD /DE/,86,75905,36237H10,19402,19961122,19961119,1996,19402
DASH ACQUISITIONS LLC,DENNY'S CORPORATION,438,85726,24869P104,19398,20100302,20100301,2010,19398
OAK STREET CAPITAL SPV 1 LP,DENNYS CORP,506,85726,24869P104,19398,20100121,20100111,2010,19398
HAYGROUND COVE ASSET MANAGEMENT,DENNY'S CORP,263,85726,24869P10,19398,20050523,20050516,2005,19398
FURSA SPV LLC,DENNYS CORP,41,85726,24869P10,19398,20040223,20040213,2004,19398
ICAHN CARL,"PANACO, INC.",30,78718,69810610,19311,19950724,19950714,1995,19311
PAULSON & CO,"EXTENDED STAY AMERICA, INC.",366,14279,30224P200,19163,20140611,20140610,2014,19163
GAMCO ASSET MANAGEMENT,PENNICHUCK CORP,105,77798,70825420,19152,20080211,20080131,2008,19152
BVF PARTNERS,NEUROGEN CORP,12,76000,6.41E+14,19069,19970318,19970122,1997,19069
ORBIMED ADVISORS LLC,RELYPSA INC,593,14321,759531106,18976,20131202,20131120,2013,18976
THIRD POINT MANAGEMENT CO LLC,"WESTERN GAS RESOURCES, INC.",77,75888,95825910,18705,20050425,20050414,2005,18705
PRIVET FUND LP,HARDINGE INC,713,81620,412324303,18654,20141203,20141124,2014,18654
CLINTON GROUP INC,"VIOLIN MEMORY, INC.",181,14143,92763A10,18623,-99,-99,,18623
INFINITY FUND LP,TAMBORIL CIGAR CO,344,-99,-99,18576,19980717,19980430,1998,18576
JEWELCOR MANAGEMENT INC,INTERLAND INC.,117,75993,45872720,18484,20040719,20040709,2004,18484
BLUM CAPITAL PARTNERS LP,INTERLAND INC,7,75993,45872720,18484,20020220,20020208,2002,18484
TOWERVIEW LLC,FISHER COMMUNICATIONS INC,720,88976,337756209,18364,20121206,-99,2012,18364
TOWERVIEW LLC,"FISHER COMMUNICATIONS, INC.",720,88976,33775620,18364,20080328,-99,2008,18364
GAMCO ASSET MANAGEMENT,FISHER COMMUNICATIONS INC,105,88976,33775620,18364,20010601,20010522,2001,18364
FRONTFOUR CAPITAL GROUP LLC,FISHER COMMUNICATIONS INC ,733,88976,337756209,18364,-99,-99,,18364
FRONTFOUR CAPITAL GROUP LLC,"FISHER COMMUNICATIONS, INC.",733,88976,33775620,18364,-99,-99,,18364
RED ALDER LLC,"CLUBCORP HOLDINGS, INC.",846,14131,18948M10,18339,-99,-99,,18339
INVESTMENT PARTNERS ASSET MANAGEMENT INC,FIFTH STREET SENIOR FLOATING RATE CORP.,699,14050,31679F101,18323,-99,-99,,18323
OTTER CREEK MANAGEMENT INC,FINANCIAL INDUSTRIES CORPORATION,364,34869,31757410,18221,-99,-99,,18221
SANDLER CAPITAL MANAGEMENT,CITIZENS & NORTHERN CORP,156,90534,17292210,18037,20091204,20091125,2009,18037
FEINSOD MICHAEL,AMERITRANS CAPITAL CORP,448,86161,03073H10,17982,20021218,20021211,2002,17982
"BRIGHTLINE CAPITAL MANAGEMENT, LLC","HEAT BIOLOGICS, INC.",666,14051,42237K102,17910,20130729,20130729,2013,17910
RMCP GP LLC,WEST COAST BANCORP /NEW/OR/,266,76331,95214510,17780,20100218,20100120,2010,17780
,CENTER BANCORP INC,118,83642,15140810,17724,20060629,20060622,2006,17724
,"WESTBURY BANCORP, INC.",118,13885,95727P106,17707,20140609,20140530,2014,17707
LUXOR CAPITAL PARTNERS,"HEMISPHERE MEDIA GROUP, INC.",39,13876,42365Q103,17687,20130410,20130405,2013,17687
HAWKEYE CAPITAL MASTER,"HEMISPHERE MEDIA GROUP, INC.",635,13876,42365Q103,17687,20130416,20130405,2013,17687
P2 CAPITAL PARTNERS LLC,"BLACKHAWK NETWORK HOLDINGS, INC",508,14597,9.24E+206,17550,20140912,20140908,2014,17550
DISCOVERY GROUP LLC,RALLY SOFTWARE DEVELOPMENT CORP,21,13858,751198102,17505,20140711,20140702,2014,17505
COOPERMAN LEON G,"PENNYMAC FINANCIAL SERVICES, INC.",129,13908,70932B101,17306,20130520,20130503,2013,17306
BULLDOG CAPITAL MANAGEMENT LP,HF2 FINANCIAL MANAGEMENT INC.,49,13827,,17289,20130430,20130322,2013,17289
BROOKLYN CAPITAL MANAGEMENT LLC,HF2 FINANCIAL MANAGEMENT INC.,682,13827,40421A104,17289,20130402,20130322,2013,17289
PERRY CORP,UNIVERSAL AMERICAN CORP.,53,79477,91337710,17266,20110504,20110429,2011,17266
DORCHESTER PARTNERS L P,US FACILITIES CORP,325,10803,91182210,17262,19961121,19961112,1996,17262
,UNITED NATIONAL BANCORP,118,78837,910909100,17256,-99,-99,,17256
,ALLIANCE BANCORP OF NEW ENGLAND INC,118,10977,01852Q10,17237,20021024,20021015,2002,17237
OPPENHEIMER SPENCE FINANCIAL SERVICES PARTNERSHIP LP,SUNRISE BANCORP,370,75768,86768F10,17231,19960617,19960606,1996,17231
NEWCASTLE CAPITAL GRP LLC,GEHL CO,45,75861,36848310,17202,20001108,20001107,2000,17202
BAKER STREET CAPITAL MANAGEMENT LLC,UNILENS VISION INC,414,77571,90490720,17196,20100329,20100120,2010,17196
SANDLER CAPITAL MANAGEMENT,SEACOAST BANKING CORP OF FLORIDA,156,69586,81170730,17184,20090831,20090814,2009,17184
ES BARR & CO,SEACOAST BANKING CORP OF FLORIDA,442,69586,81170730,17184,20090706,20090626,2009,17184
JEWELCOR MANAGEMENT INC,"WESBANCO, INC.",117,11293,950810101,17151,-99,-99,,17151
ALGEBRIS INVESTMENTS (UK) LLP,WEBSTER FINANCIAL CORP,402,10932,94789010,17150,20090730,20090720,2009,17150
KERRISDALE ADVISERS LLC,WEBSTER FINANCIAL CORPORATION,848,10932,94789010,17150,-99,-99,,17150
RELATIONAL INVESTORS LLC,SOVEREIGN BANCORP,64,10562,84590510,17130,20050526,20050518,2005,17130
LOEB ARBITRAGE FUND,"FIRST CALIFORNIA FINANCIAL GROUP, INC.",38,91897,319395109,17069,20120529,20120529,2012,17069
BASSWOOD CAPITAL MANAGEMENT LLC,"FIRST CALIFORNIA FINANCIAL GROUP, INC.",134,91897,319395109,17069,20120402,20120326,2012,17069
CASTINE CAPITAL MANAGEMENT LLC,"FIRST CALIFORNIA FINANCIAL GROUP, INC.",426,91897,319395109,17069,20120123,20120123,2012,17069
